bankCode;branchCode;bic;bankName;postalCode;city;flags
780;;GKCCBEBB;BELFIUS BANK;;;
781;;GKCCBEBB;BELFIUS BANK;;;
782;;GKCCBEBB;BELFIUS BANK;;;
783;;GKCCBEBB;BELFIUS BANK;;;
784;;GKCCBEBB;BELFIUS BANK;;;
785;;GKCCBEBB;BELFIUS BANK;;;
786;;GKCCBEBB;BELFIUS BANK;;;
787;;GKCCBEBB;BELFIUS BANK;;;
788;;GKCCBEBB;BELFIUS BANK;;;
789;;GKCCBEBB;BELFIUS BANK;;;
790;;GKCCBEBB;BELFIUS BANK;;;
791;;GKCCBEBB;BELFIUS BANK;;;
792;;GKCCBEBB;BELFIUS BANK;;;
793;;GKCCBEBB;BELFIUS BANK;;;
794;;GKCCBEBB;BELFIUS BANK;;;
795;;GKCCBEBB;BELFIUS BANK;;;
796;;GKCCBEBB;BELFIUS BANK;;;
797;;GKCCBEBB;BELFIUS BANK;;;
798;;GKCCBEBB;BELFIUS BANK;;;
799;;GKCCBEBB;BELFIUS BANK;;;
800;;AXABBE22;Crelan;;;
801;;AXABBE22;Crelan;;;
802;;AXABBE22;Crelan;;;
803;;AXABBE22;Crelan;;;
804;;AXABBE22;Crelan;;;
805;;AXABBE22;Crelan;;;
806;;AXABBE22;Crelan;;;
807;;;VRIJ;;;
808;;;VRIJ;;;
809;;;VRIJ;;;
810;;;VRIJ;;;
811;;;VRIJ;;;
812;;;VRIJ;;;
813;;;VRIJ;;;
814;;;VRIJ;;;
815;;;VRIJ;;;
816;;;VRIJ;;;
817;;ISAEBEBB;CACEIS Bank Belgian Branch;;;
818;;;VRIJ;;;
819;;;VRIJ;;;
820;;;VRIJ;;;
821;;;VRIJ;;;
822;;;VRIJ;;;
823;;BLUXBEBB;Banque de Luxembourg;;;
824;;;ING Bank;;;
825;;DEUTBEBE;Deutsche Bank AG;;;
826;;DEUTBEBE;Deutsche Bank AG;;;
827;;;VRIJ;;;
828;;BBRUBEBB;ING België;;;
829;;;VRIJ;;;
830;;GKCCBEBB;BELFIUS BANK;;;
831;;GKCCBEBB;BELFIUS BANK;;;
832;;GKCCBEBB;BELFIUS BANK;;;
833;;GKCCBEBB;BELFIUS BANK;;;
834;;GKCCBEBB;BELFIUS BANK;;;
835;;GKCCBEBB;BELFIUS BANK;;;
836;;GKCCBEBB;BELFIUS BANK;;;
837;;GKCCBEBB;BELFIUS BANK;;;
838;;GKCCBEBB;BELFIUS BANK;;;
839;;GKCCBEBB;BELFIUS BANK;;;
840;;PRIBBEBB;Edmond de Rothschild (Europe);;;
841;;;VRIJ;;;
842;;;VRIJ;;;
843;;;VRIJ;;;
844;;;VRIJ;;;
845;;DEGRBEBB;Bank Degroof Petercam;;;
846;;;VRIJ;;;
847;;;VRIJ;;;
848;;;VRIJ;;;
849;;;VRIJ;;;
850;;NICABEBB;Crelan;;;
851;;NICABEBB;Crelan;;;
852;;NICABEBB;Crelan;;;
853;;NICABEBB;Crelan;;;
854;;;VRIJ;;;
855;;;VRIJ;;;
856;;;VRIJ;;;
857;;;VRIJ;;;
858;;;VRIJ;;;
859;;NICABEBB;Crelan;;;
860;;NICABEBB;Crelan;;;
861;;;VRIJ;;;
862;;NICABEBB;Crelan;;;
863;;NICABEBB;Crelan;;;
864;;;VRIJ;;;
865;;NICABEBB;Crelan;;;
866;;NICABEBB;Crelan;;;
867;;;VRIJ;;;
868;;KREDBEBB;KBC Bank;;;
869;;;VRIJ;;;
870;;;VRIJ;;;
871;;BNAGBEBB;Bank Nagelmackers;;;
872;;;VRIJ;;;
873;;;VRIJ;;;
874;;;VRIJ;;;
875;;BUXABE22;ABN AMRO Bank N.V.;;;
876;;MBWMBEBB;MeDirect Bank S.A.;;;
877;;BNAGBEBB;Bank Nagelmackers;;;
878;;BNAGBEBB;Bank Nagelmackers;;;
879;;BNAGBEBB;Bank Nagelmackers;;;
880;;BBRUBEBB;ING België;;;
881;;BBRUBEBB;ING België;;;
882;;;VRIJ;;;
883;;BBRUBEBB;ING België;;;
884;;BBRUBEBB;ING België;;;
885;;;VRIJ;;;
886;;;VRIJ;;;
887;;BBRUBEBB;ING België;;;
888;;BBRUBEBB;ING België;;;
889;;;VRIJ;;;
890;;VDSPBE91;vdk bank;;;
891;;VDSPBE91;vdk bank;;;
892;;VDSPBE91;vdk bank;;;
893;;VDSPBE91;vdk bank;;;
894;;VDSPBE91;vdk bank;;;
895;;VDSPBE91;vdk bank;;;
896;;VDSPBE91;vdk bank;;;
897;;VDSPBE91;vdk bank;;;
898;;VDSPBE91;vdk bank;;;
899;;VDSPBE91;vdk bank;;;
900;;;Onbeschikbaar;;;
901;;;Onbeschikbaar;;;
902;;;Onbeschikbaar;;;
903;;TRWIBEB1;Wise Europe SA;;;
904;;TRWIBEBB;Wise Europe SA;;;
905;;TRWIBEB1;Wise Europe SA;;;
906;;CEKVBE88;Centrale Kredietverlening (C.K.V.);;;
907;;MLLEBE92;Mollie B.V.;;;
908;;CEKVBE88;Centrale Kredietverlening (C.K.V.);;;
909;;;VRIJ;;;
910;;BBRUBEBB;ING België;;;
911;;TUNZBEB1;Worldline Financial Solutions nv/SA;;;
912;;;VRIJ;;;
913;;EPBFBEBB;EPBF;;;
914;;FXBBBEBB;Ibanfirst;;;
915;;OONXBEBB;Equals Money Europe SA;;;
916;;GOCFBEB1;GOLD COMMODITIES FOREX (G.C.F.);;;
917;;;Buy Way Personal Finance;;;
918;;;VRIJ;;;
919;;TRBKBEB2;Trade Republic Bank GmbH, Belgian Branch;;;
920;;BBRUBEBB;ING België;;;
921;;;VRIJ;;;
922;;BBRUBEBB;ING België;;;
923;;BBRUBEBB;ING België;;;
924;;FMMSBEB1;Fimaser;;;
925;;;VRIJ;;;
926;;EBPBBEB1;Ebury Partners Belgium;;;
927;;;VRIJ;;;
928;;;VRIJ;;;
929;;BBRUBEBB;ING België;;;
930;;BBRUBEBB;ING België;;;
931;;BBRUBEBB;ING België;;;
932;;;VRIJ;;;
933;;;VRIJ;;;
934;;BBRUBEBB;ING België;;;
935;;;VRIJ;;;
936;;BBRUBEBB;ING België;;;
937;;;VRIJ;;;
938;;;VRIJ;;;
939;;BBRUBEBB;ING België;;;
940;;CLIQBEB1;Banque Centrale de Compensation (Clearnet);;;
941;;DEGRBEBB;Banque Degroof Petercam Luxembourg;;;
942;;PUILBEBB;Puilaetco Branch of Quintet Private Bank SA;;;
943;;;IC Financial Services SA – Belgian Branch;;;
944;;;VRIJ;;;
945;;JPMGBEBB;J.P. Morgan SE – Brussels Branch;;;
946;;;VRIJ;;;
947;;;VRIJ;;;
948;;HOMNBEB2;Mastercard Transaction Services (Europe) NV/SA;;;
949;;HSBCBEBB;HSBC Continental Europe Belgium;;;
950;;CTBKBEBX;Beobank;;;
951;;CTBKBEBX;Beobank;;;
952;;CTBKBEBX;Beobank;;;
953;;CTBKBEBX;Beobank;;;
954;;CTBKBEBX;Beobank;;;
955;;CTBKBEBX;Beobank;;;
956;;CTBKBEBX;Beobank;;;
957;;CTBKBEBX;Beobank;;;
958;;CTBKBEBX;Beobank;;;
959;;CTBKBEBX;Beobank;;;
960;;ABNABE2AIPC;ABN AMRO Bank N.V.;;;
961;;BBRUBEBB;ING België;;;
962;;;VRIJ;;;
963;;AXABBE22;Crelan;;;
964;;FPEBBEB2;FINANCIERE DES PAIEMENTS ELECTRONIQUES SAS - NICKEL BELGIUM;;;
965;;;VRIJ;;;
966;;;VRIJ;;;
967;;TRWIBEB1;Wise Europe SA;;;
968;;ENIBBEBB;Banque Eni;;;
969;;PUILBEBB;Puilaetco Branch of Quintet Private Bank SA;;;
970;;;VRIJ;;;
971;;BBRUBEBB;ING België;;;
972;;;Onbeschikbaar;;;
973;;ARSPBE22;Argenta Spaarbank (ASPA);;;
974;;PESOBEB1;PPS EU SA;;;
975;;AXABBE22;Crelan;;;
976;;BBRUBEBB;ING België;;;
977;;PAYVBEB2;Paynovate;;;
978;;ARSPBE22;Argenta Spaarbank (ASPA);;;
979;;ARSPBE22;Argenta Spaarbank (ASPA);;;
980;;ARSPBE22;Argenta Spaarbank (ASPA);;;
981;;;VRIJ;;;
982;;;VRIJ;;;
983;;;VRIJ;;;
984;;;VRIJ;;;
985;;;VRIJ;;;
986;;;VRIJ;;;
987;;;VRIJ;;;
988;;;VRIJ;;;
989;;;VRIJ;;;
990;;;VRIJ;;;
991;;;VRIJ;;;
992;;;VRIJ;;;
993;;;VRIJ;;;
994;;;VRIJ;;;
995;;;VRIJ;;;
996;;;VRIJ;;;
997;;;VRIJ;;;
998;;;VRIJ;;;
999;;;VRIJ;;;
